#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
sphX	phoU	1096995.BJAB07104_02812	1096995.BJAB07104_00322	0.096	0	0.248	0	0.622	0	0	0.293	0.794
sphX	MetG	1096995.BJAB07104_02812	1096995.BJAB07104_00787	0.093	0	0	0	0.127	0	0	0.353	0.442
sphX	pstB	1096995.BJAB07104_02812	1096995.BJAB07104_02809	0.735	0	0.744	0	0.855	0	0.800	0.293	0.998
sphX	pstA	1096995.BJAB07104_02812	1096995.BJAB07104_02810	0.741	0	0.774	0	0.859	0	0.800	0.293	0.998
sphX	pstC	1096995.BJAB07104_02812	1096995.BJAB07104_02811	0.762	0	0.774	0	0.859	0	0.800	0.293	0.998
sphX	phoB	1096995.BJAB07104_02812	1096995.BJAB07104_03672	0.062	0	0	0	0.329	0	0	0.172	0.433
thiC	AGQ12688.1	1096995.BJAB07104_00317	1096995.BJAB07104_00318	0.443	0	0	0	0	0	0	0	0.444
thiC	phoU	1096995.BJAB07104_00317	1096995.BJAB07104_00322	0.450	0	0	0	0	0	0	0.046	0.453
tolB	AGQ12691.1	1096995.BJAB07104_02926	1096995.BJAB07104_00321	0	0	0.389	0	0	0.113	0	0.175	0.513
tolB	bamD	1096995.BJAB07104_02926	1096995.BJAB07104_00844	0.054	0	0.638	0	0	0	0	0.189	0.698
tolB	tolQ_2	1096995.BJAB07104_02926	1096995.BJAB07104_02153	0.069	0	0.191	0	0.221	0	0	0.138	0.426
tolB	lolA	1096995.BJAB07104_02926	1096995.BJAB07104_03063	0.064	0	0.299	0	0.126	0	0	0.167	0.458
tolB	AGQ15581.1	1096995.BJAB07104_02926	1096995.BJAB07104_03213	0	0	0.175	0	0	0.426	0	0.143	0.558
tolB	AGQ15313.1	1096995.BJAB07104_02926	1096995.BJAB07104_02945	0	0	0.576	0	0.059	0	0	0.171	0.640
tolQ_2	AGQ12667.1	1096995.BJAB07104_02153	1096995.BJAB07104_00297	0	0	0.499	0	0	0	0	0	0.499
tolQ_2	AGQ12691.1	1096995.BJAB07104_02153	1096995.BJAB07104_00321	0	0	0.448	0	0	0	0	0.055	0.456
tolQ_2	tolB	1096995.BJAB07104_02153	1096995.BJAB07104_02926	0.069	0	0.191	0	0.221	0	0	0.138	0.426
tolQ_2	AGQ15518.1	1096995.BJAB07104_02153	1096995.BJAB07104_03150	0	0	0.428	0	0	0	0	0	0.428
tolQ_2	AGQ15517.1	1096995.BJAB07104_02153	1096995.BJAB07104_03149	0	0	0.432	0	0	0	0	0	0.432
tolQ_2	AGQ15313.1	1096995.BJAB07104_02153	1096995.BJAB07104_02945	0.096	0	0.473	0	0.070	0	0	0.043	0.519
tolQ_2	AGQ15581.1	1096995.BJAB07104_02153	1096995.BJAB07104_03213	0.064	0	0.537	0	0	0	0	0.093	0.572
uppP	macB	1096995.BJAB07104_03102	1096995.BJAB07104_00590	0.101	0	0	0	0.075	0	0	0.356	0.417
